storm_paths,movie_budgets_1,movie_budgets_1b,movie_budgets_1c,shop,banana_conclusions,covid_map_1,covid_map_2,covid_map_3,covid_map_4,att_check,covid_map_5,he_said_she_said_1,he_said_she_said_2,he_said_she_said_3,build_a_plot_1,build_a_plot_2,blocks_1,blocks_2,realty_tree_1,realty_tree_2,website_testing_1_3,image_recognition1_1,data_confidentiali1_1,activity_journal_1_1,movie_wrangling_1_6,movie_wrangling_2_6,movie_wrangling_3_6,time_spent,consent
City a,Plot C,Plot B,Plot C,Shop 1,The small p-value indicates no difference in scores on the SAT verbal section between people who eat bananas and people who do not.,South,CO,True,True,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",False,True,True,False,False,C,False negative rate is larger,"$151,424","$384,767",There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,"professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,Each row will represent a different person keeping an activity journal.,Use if-else statements,2,2,25 min,"Yes, I agree to allow my responses to the assessment as research data."
City b,Plot C,Plot B,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,WY,True,True,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The peak in they KY plot is larger than the peak of the CA plot.",False,True,True,True,False,B,Cannot be determined from the plot,"$184,248","$384,767",There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s major,"One of the columns will be exercise type; a categorical variable with levels such as Pilates, Weights, Walk, etc.","Use a lookup table,Use regular expressions",2,3,45 mins,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot A,Plot C,Plot B,Shop 1,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CO,True,True,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",Need additional information to determine this:,True,True,True,True,B,False negative rate is larger,"$151,424",Can’t be determined from the information given,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 20 users visiting the website.,Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s class year,One of the columns will be stand goal; a binary variable with 0 indicating not met and 1 indicating met.,"Use bootstrapping,Use if-else statements",3,1,"46 minutes, approximately, split up into chunks.","Yes, I agree to allow my responses to the assessment as research data."
City a,Plot C,Plot A,Plot C,Shop 1,The small p-value indicates no difference in scores on the SAT verbal section between people who eat bananas and people who do not.,South,CA,True,True,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The peak in they KY plot is larger than the peak of the CA plot.",False,True,True,False,False,E,False positive rate is larger,"$151,424","$384,767","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 20 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 100 users visiting the website.","professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,Each row will represent a different person keeping an activity journal.,"Use if-else statements,Use regular expressions",2,2,around 40 minutes,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot C,Plot A,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,False,True,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",False,True,True,False,False,A,False positive rate is larger,"$184,248","$384,767","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.","professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,Each row will represent a different person keeping an activity journal.,"Use if-else statements,Use a lookup table",2,1,45 minutes,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot C,Plot C,Plot B,Shop 3,The small p-value indicates no difference in scores on the SAT verbal section between people who eat bananas and people who do not.,South,WY,True,False,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",False,True,True,True,False,B,False negative rate is larger,"$151,424","$384,767",There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s major,Each row will represent a different person keeping an activity journal.,"Use bootstrapping,Use if-else statements",2,2,30 mins,"Yes, I agree to allow my responses to the assessment as research data."
City b,Plot C,Plot C,Plot C,Shop 2,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,True,True,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",False,True,True,False,False,E,False positive rate is larger,"$151,424","$384,767","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.",Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s class year,One of the columns will be stand goal; a binary variable with 0 indicating not met and 1 indicating met.,Use supervised learning,2,2,30 min,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot C,Plot C,Plot B,Shop 1,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,False,True,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",False,True,True,True,False,B,Cannot be determined from the plot,"$151,424","$384,767",There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s major,"One of the columns will be exercise type; a categorical variable with levels such as Pilates, Weights, Walk, etc.","Use bootstrapping,Use supervised learning",2,3,About 20 minutes.,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot C,Plot A,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,False,True,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",False,True,True,False,False,B,False positive rate is larger,"$151,424","$384,767","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 100 users visiting the website.","professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s major,Each row will represent a different person keeping an activity journal.,Use if-else statements,2,2,Around 40 minutes,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot C,Plot A,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,True,True,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",False,True,True,False,False,E,False positive rate is larger,"$151,424","$384,767","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.","professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,"One of the columns will be exercise type; a categorical variable with levels such as Pilates, Weights, Walk, etc.","Use if-else statements,Use Gradient Descent,Use a lookup table,Use regular expressions",2,1,30 minutes,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot C,Plot A,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,True,True,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",False,True,True,False,False,B,False negative rate is larger,"$151,424","$384,767","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.","professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,Each row will represent a different person keeping an activity journal.,Use if-else statements,2,1,"30 minutes, though there are a few questions without enough information to answer,","Yes, I agree to allow my responses to the assessment as research data."
Impossible to tell based on the graph alone,Plot C,Plot C,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,True,True,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The peak in they KY plot is larger than the peak of the CA plot.",False,True,True,False,False,D,False negative rate is larger,"$151,424","$384,767","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 100 users visiting the website.","professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,Each row will represent a day.,Use if-else statements,3,2,45 minutes,"Yes, I agree to allow my responses to the assessment as research data."
Impossible to tell based on the graph alone,Plot C,Plot C,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,True,True,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",False,True,True,False,False,D,False positive rate is larger,"$151,424","$384,767","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 100 users visiting the website.","professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,Each row will represent a day.,"Use if-else statements,Use a lookup table,Use regular expressions",3,1,I took about 35-45 minutes to complete this,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot B,Plot A,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,False,True,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",False,True,Need additional information to determine this,False,False,B,False negative rate is larger,"$151,424","$384,767",There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,"professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,Each row will represent a day.,Use if-else statements,2,1,Probably around 20-30 minutes,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot C,Plot B,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,True,True,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",False,True,True,False,False,B,False positive rate is larger,"$151,424",Can’t be determined from the information given,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s class year,Each row will represent a different person keeping an activity journal.,"Use if-else statements,Use a lookup table,Use supervised learning",2,1,"45 minutes total, 2 sittings","Yes, I agree to allow my responses to the assessment as research data."
City a,Plot B,Plot A,Plot C,Shop 3,The small p-value indicates no difference in scores on the SAT verbal section between people who eat bananas and people who do not.,South,CO,False,False,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",Need additional information to determine this:,True,True,False,False,A,False negative rate is larger,"$151,424",Can’t be determined from the information given,NA,"professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,Each row will represent a different person keeping an activity journal.,"Use bootstrapping,Use Gradient Descent,Use supervised learning",2,1,20,"Yes, I agree to allow my responses to the assessment as research data."
Impossible to tell based on the graph alone,Plot C,Plot A,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,IA,False,True,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",False,True,True,False,False,B,Cannot be determined from the plot,"$151,424","$384,767","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 100 users visiting the website.","professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s major,Each row will represent a different person keeping an activity journal.,"Use if-else statements,Use regular expressions,Use supervised learning",2,2,25 min,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot C,Plot A,Plot C,Shop 1,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",Northeast,CA,False,False,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",False,True,True,False,False,B,False positive rate is larger,"$210,950","$384,767","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 100 users visiting the website.","professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s major,Each row will represent a different person keeping an activity journal.,Use regular expressions,2,1,~30mins,"Yes, I agree to allow my responses to the assessment as research data."
Impossible to tell based on the graph alone,Plot C,Plot C,Plot C,Shop 1,"The headline is not misleading, because the small p-value indicates a relationship.",South,WY,True,True,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",Need additional information to determine this:,Need additional information to determine this,True,True,False,C,False negative rate is larger,Can’t be determined from the information given.,Can’t be determined from the information given,"There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 100 users visiting the website.",Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s class year,One of the columns will be stand goal; a binary variable with 0 indicating not met and 1 indicating met.,Use if-else statements,2,3,about 30 minutes,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot B,Plot A,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,WY,True,True,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",False,True,True,False,False,E,False negative rate is larger,"$151,424","$384,767",There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,"professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s major,Each row will represent a different person keeping an activity journal.,"Use if-else statements,Use a lookup table,Use supervised learning",2,1,45 minutes,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot C,Plot B,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,WY,False,True,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",False,True,True,False,False,A,Cannot be determined from the plot,"$151,424","$384,767",There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s class year,Each row will represent a different person keeping an activity journal.,"Use if-else statements,Use a lookup table,Use regular expressions",2,4,30 minutes,"Yes, I agree to allow my responses to the assessment as research data."
City b,Plot B,Plot A,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,True,True,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",False,True,True,False,False,E,False positive rate is larger,"$151,424","$384,767","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.","professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,Each row will represent a different person keeping an activity journal.,"Use if-else statements,Use a lookup table",2,4,around 20~30 mins,"Yes, I agree to allow my responses to the assessment as research data."
Impossible to tell based on the graph alone,Plot C,Plot A,Plot C,Impossible to tell based on the graph alone,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,False,False,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",False,True,Need additional information to determine this,False,False,B,False negative rate is larger,"$151,424","$384,767",There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s class year,Each row will represent a different person keeping an activity journal.,"Use if-else statements,Use regular expressions",2,1,45 minutes,"Yes, I agree to allow my responses to the assessment as research data."
Impossible to tell based on the graph alone,Plot C,Plot B,Plot C,Shop 1,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,WY,True,False,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",False,True,True,False,False,E,False positive rate is larger,"$151,424","$384,767","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.","professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,One of the columns will be stand goal; a binary variable with 0 indicating not met and 1 indicating met.,Use if-else statements,2,1,Approximately 45 minutes.,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot C,Plot A,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,WY,True,True,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",False,True,Need additional information to determine this,False,False,E,False positive rate is larger,"$151,424","$384,767","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 100 users visiting the website.",Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s class year,Each row will represent a different person keeping an activity journal.,Use regular expressions,2,2,30-40 minutes?,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot B,Plot A,Plot C,Shop 2,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,WY,False,False,Option 2,"No, we can not conclude a difference in total number of COVID cases. The area underneath the curve for KY is roughly the same as CA.",False,True,Need additional information to determine this,False,False,E,False negative rate is larger,"$151,424","$384,767",There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,Black-and-white photos cannot be used to make predictions for color photos today.,Student’s major,Each row will represent a different person keeping an activity journal.,"Use bootstrapping,Use if-else statements,Use a lookup table",2,3,40 mins,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot C,Plot A,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,True,True,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",False,True,Need additional information to determine this,False,False,A,Cannot be determined from the plot,"$151,424","$384,767","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 100 users visiting the website.","professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,Each row will represent a different person keeping an activity journal.,Use if-else statements,2,4,30 minutes,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot C,Plot A,Plot C,Shop 1,The small p-value indicates no difference in scores on the SAT verbal section between people who eat bananas and people who do not.,South,WY,True,True,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",False,True,True,False,False,E,False positive rate is larger,"$151,424","$384,767","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 100 users visiting the website.",Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s major,Each row will represent a different person keeping an activity journal.,"Use if-else statements,Use Gradient Descent,Use regular expressions",2,1,20 minuites,"Yes, I agree to allow my responses to the assessment as research data."
City b,Plot B,Plot A,Plot C,Impossible to tell based on the graph alone,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,IA,True,True,Option 2,"No, we can not conclude a difference in total number of COVID cases. The area underneath the curve for KY is roughly the same as CA.",False,True,Need additional information to determine this,False,False,E,False positive rate is larger,"$151,424","$384,767","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 100 users visiting the website.","professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,Each row will represent a different person keeping an activity journal.,"Use if-else statements,Use a lookup table,Use regular expressions,Use supervised learning",2,3,1 hr,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot C,Plot B,Plot C,Impossible to tell based on the graph alone,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,WY,False,False,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",False,True,Need additional information to determine this,False,False,E,False positive rate is larger,"$151,424","$384,767",There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s class year,Each row will represent a different person keeping an activity journal.,Use if-else statements,2,2,30 minutes,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot C,Plot A,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CO,False,False,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",False,True,True,False,False,B,False positive rate is larger,"$151,424",Can’t be determined from the information given,"There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.",Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s class year,Each row will represent a day.,"Use if-else statements,Use regular expressions",2,1,40,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot C,Plot C,Plot B,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CO,True,True,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",False,True,Need additional information to determine this,False,False,B,False negative rate is larger,"$151,424",Can’t be determined from the information given,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,"professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,"One of the columns will be exercise type; a categorical variable with levels such as Pilates, Weights, Walk, etc.","Use if-else statements,Use a lookup table,Use regular expressions",2,1,30 minutes,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot C,Plot C,Plot C,Shop 1,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,True,True,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",False,True,True,False,False,C,Cannot be determined from the plot,"$151,424","$501,876",There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,"professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,Each row will represent a day.,"Use bootstrapping,Use regular expressions",2,2,15 minutes?,"Yes, I agree to allow my responses to the assessment as research data."
Impossible to tell based on the graph alone,Plot C,Plot B,Plot C,Shop 2,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,WY,True,True,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",False,True,True,False,False,B,False positive rate is larger,"$184,248","$384,767","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 100 users visiting the website.","professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s race and ethnicity,Each row will represent a different person keeping an activity journal.,"Use bootstrapping,Use if-else statements,Use regular expressions",2,2,Approximately 40ish minutes,"Yes, I agree to allow my responses to the assessment as research data."
City b,Plot C,Plot B,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,True,True,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The peak in they KY plot is larger than the peak of the CA plot.",False,True,True,True,False,E,False positive rate is larger,"$151,424","$384,767",There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s class year,Each row will represent a day.,Use bootstrapping,2,1,"Maybe arounf 30 minutes?
","Yes, I agree to allow my responses to the assessment as research data."
City a,Plot A,Plot B,Plot C,Shop 1,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CO,True,False,Option 2,"No, we can not conclude a difference in total number of COVID cases. There is not enough information given on this graph to make the comparison.",False,True,Need additional information to determine this,False,False,B,False negative rate is larger,"$184,248","$384,767","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 100 users visiting the website.",Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s class year,Each row will represent a different person keeping an activity journal.,Use bootstrapping,2,2,40 minutes,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot B,Plot A,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,WY,True,True,Option 2,"No, we can not conclude a difference in total number of COVID cases. The area underneath the curve for KY is roughly the same as CA.",False,True,Need additional information to determine this,False,False,E,False positive rate is larger,"$151,424","$384,767","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.","professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s major,Each row will represent a different person keeping an activity journal.,"Use if-else statements,Use regular expressions",2,2,45 minutes,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot C,Plot A,Plot C,Shop 3,The small p-value indicates no difference in scores on the SAT verbal section between people who eat bananas and people who do not.,South,CO,True,True,Option 2,"No, we can not conclude a difference in total number of COVID cases. The area underneath the curve for KY is roughly the same as CA.",False,True,True,False,False,B,False negative rate is larger,"$184,248",Can’t be determined from the information given,"There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.",Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s class year,Each row will represent a day.,"Use if-else statements,Use Gradient Descent,Use a lookup table",2,1,30 minutes,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot C,Plot A,Plot C,Shop 1,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,CA,True,True,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",False,True,Need additional information to determine this,False,False,E,False positive rate is larger,"$151,424","$384,767","There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 40 users visiting the website.,There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.","professory in the photos from the sciences are primarily white and male in lab coats, which is not representative of science professory today.",Student’s class year,Each row will represent a different person keeping an activity journal.,"Use if-else statements,Use a lookup table",2,1,20 minutes,"Yes, I agree to allow my responses to the assessment as research data."
City a,Plot B,Plot A,Plot C,Shop 3,"The headline makes a causal claim, but only a relationship can be concluded from this analysis.",South,WY,True,False,Option 2,"Yes, we can conclude a difference in total number of COVID cases. The area underneath the curve is larger for KY than for CA.",False,True,True,False,False,B,False positive rate is larger,"$151,424","$384,767",There is evidence that the red version of the website will generate more clicks on the “Store” link if there are 50 users visiting the website.,Predicting profession from physical appearance is not possible as one’s choice of profession has nothing to go with their physical appearance.,Student’s class year,Each row will represent a different person keeping an activity journal.,Use if-else statements,2,2,35 minutes,"Yes, I agree to allow my responses to the assessment as research data."
